0,0,0,0,0,0,0.0007324219
-0.001876831,-0.0006957054,0.001221478,0.006263161,0.4639605,0.8690407,0.001819922
-0.003180027,-0.002241611,0.00325352,0.3789219,0.6748596,1.252267,0.003198059
-0.004768133,-0.003699303,0.006267726,0.7914069,0.8076034,1.034436,0.004369207
-0.006500721,-0.004828215,0.009660065,1.117478,1.021155,0.674605,0.00363079
-0.008006096,-0.00602746,0.01268846,1.725304,1.377221,0.7242868,0.003930186
-0.00859642,-0.006870866,0.01455092,2.86739,1.682881,1.19065,0.00470677
-0.008890152,-0.008238792,0.01473635,3.9111,1.682143,1.593161,0.00354001
-0.009263515,-0.009706855,0.01474762,3.767411,2.059839,1.216763,0.002665106
-0.009029388,-0.01091838,0.01559448,2.944606,2.785995,1.453317,0.002192334
-0.008497238,-0.01215327,0.01654279,2.896891,3.182681,2.313446,0.001830132
-0.008010864,-0.01314092,0.01717174,3.264566,3.378471,2.949952,0.001372876
-0.007135153,-0.01476991,0.0178138,3.39885,3.421472,3.781672,0.001295732
-0.006073713,-0.01668966,0.01874745,3.393673,3.462392,4.422537,0.001537093
-0.005694628,-0.01897717,0.0199123,3.28679,3.878651,4.328027,0.001563875
-0.005990028,-0.02141464,0.0212878,3.382989,4.351978,4.19543,0.001618787
-0.006245852,-0.02350807,0.02302307,3.539747,4.697649,4.568232,0.002221037
-0.006669044,-0.02560067,0.02449685,3.988161,4.77278,4.911538,0.001882451
-0.007584095,-0.02720046,0.02504623,4.667317,4.606883,4.629145,0.001429012
-0.008648396,-0.02765441,0.02493304,5.112353,4.438848,4.272496,0.001247041
-0.009558678,-0.02678084,0.02427423,5.09311,4.355803,4.344028,0.001103257
-0.01040268,-0.02537632,0.0234645,4.642073,4.409113,4.426581,0.001056419
-0.01101851,-0.02457106,0.02228981,4.340268,4.69138,4.475345,0.0008870013
-0.011446,-0.0240128,0.02091831,3.96844,5.197,4.579856,0.0008910717
-0.0114677,-0.02299333,0.01888698,3.170842,6.172001,4.563075,0.001027249
-0.01080585,-0.02108824,0.01551306,1.759459,8.246827,4.57756,0.001901617
-0.009690523,-0.01793778,0.0101437,359.6971,11.54849,4.542854,0.004470029
-0.00895071,-0.01394892,0.004006565,357.2864,15.24489,4.743832,0.009968109
-0.009869099,-0.01045907,-0.002322078,355.1423,18.38807,5.17974,0.01541896
-0.01259232,-0.008053899,-0.007869899,353.5114,20.61674,5.638846,0.02028959
-0.01598167,-0.006050944,-0.01230711,352.0356,22.1449,6.150052,0.02783606
-0.01987696,-0.00449264,-0.01649207,350.4502,23.41578,6.680726,0.03461206
-0.02332187,-0.003143072,-0.02046919,348.7699,24.75454,7.134112,0.03479817
-0.02643991,-0.001871109,-0.02424383,347.1904,26.14923,7.579461,0.03278119
-0.02951145,-0.0009537935,-0.027915,345.787,27.66946,7.99177,0.03573044
-0.03231764,9.989738E-05,-0.03119069,344.5404,29.35036,8.578083,0.04680005
-0.03509164,0.001358509,-0.03415877,343.5083,31.11139,9.706632,0.06574871
-0.03800011,0.002261877,-0.03631133,343.0633,32.73167,11.13084,0.07558789
-0.04065108,0.002842188,-0.03771746,342.4483,34.29818,12.00288,0.07620952
-0.04275393,0.003240824,-0.03854096,341.9557,35.57704,12.77073,0.07904772
-0.0446558,0.002967119,-0.0386647,341.804,36.46125,13.16548,0.08126612
-0.04628992,0.002467394,-0.03817397,341.7462,36.98902,13.3231,0.08045362
-0.04767108,0.001932621,-0.03723019,341.7312,37.24645,13.55967,0.07707702
-0.04880714,0.001015544,-0.03573537,341.9467,37.19088,13.83212,0.07049704
-0.04943037,5.054474E-05,-0.03351778,342.3683,36.87519,14.05743,0.05967584
-0.04946804,-0.0007849932,-0.0308367,342.663,36.17685,14.39406,0.04674147
-0.04918599,-0.001787305,-0.02756876,342.8114,35.11719,14.78216,0.04906467
-0.04925203,-0.002697349,-0.02372307,343.227,33.26754,15.11127,0.09031022
-0.05019689,-0.002761364,-0.01985878,343.9343,30.65186,15.63324,0.1347345
-0.05279374,-0.001521945,-0.01653898,344.5608,27.3143,16.3017,0.1286104
-0.05583382,0.0009447336,-0.01308578,344.7652,23.36025,17.46851,0.05905171
-0.05991554,0.003666162,-0.009441972,344.9032,18.7754,19.07361,0.05370216
-0.06532097,0.006450057,-0.005868256,344.8446,13.43601,21.16188,0.08885859
-0.07166791,0.00874126,-0.002095103,345.0607,7.761434,23.73228,0.08937048
-0.07827687,0.009793043,0.001586556,345.7469,2.44759,26.15259,0.06262333
-0.08489966,0.009139419,0.005624771,347.3335,357.2157,28.58047,0.04309614
-0.09172559,0.007280588,0.0105443,349.7923,351.5842,30.95248,0.02956954
-0.0980382,0.003829837,0.01514477,352.6072,346.3267,31.36381,0.01514139
-0.1027088,-0.001498818,0.01885623,356.095,341.6593,29.79403,0.005861581
-0.1048725,-0.007570148,0.02143586,359.518,337.6808,26.03801,0.003055576
-0.1046097,-0.01267672,0.02343464,1.744575,334.8173,21.43232,0.002498145
-0.1028547,-0.01645219,0.02544475,2.842801,332.7441,16.94149,0.002390888
-0.09880853,-0.01827514,0.0275774,2.694473,332.271,13.37335,0.002256763
-0.09286857,-0.01944566,0.02883583,2.325622,333.3772,11.20436,0.001968994
-0.0866611,-0.02012348,0.02891994,1.962879,335.3905,9.850215,0.001839805
-0.08011317,-0.01974821,0.02867079,1.401516,337.933,9.139828,0.001686112
-0.07355952,-0.01945007,0.02817225,0.7662907,340.6455,8.467649,0.001653064
-0.06673145,-0.01914108,0.027834,359.8779,343.6076,7.408332,0.007543676
